videoId,title,channelId,author,keywords,publish_date,thumbnail
znLc4dm5Vvc,【鈴蘭精華】健身環－我就沒動怎麼會喘｜2021.12.21,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-03-16,znLc4dm5Vvc
81iOnL7ejJw,【歌回LA】喝水，你會很健康🐺｜Singing stream,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-03-15,81iOnL7ejJw
obsXDsxqSHA,【狼要來吃棉花糖】哇賽🐺 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-03-11,obsXDsxqSHA
24vWMnLXTWE,【鈴蘭精華】健身環 - 就讓我們激烈的來吧｜2021.11.09,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-03-09,24vWMnLXTWE
DEi7Eti2aPQ,【歌回LA】唱吧🌟｜Singing stream,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-03-08,DEi7Eti2aPQ
3d5StY4kT-k,【English learning】來模擬一場英文歌回🥺｜Goal! an English singing streaming #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-03-07,3d5StY4kT-k
NiC7ehpJA8c,【歌回LA】慶祝原創曲突破十萬觀看！復刻🌟歌回｜Singing stream,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-03-04,NiC7ehpJA8c
QTQSRA4WG5c,【狼要來吃棉花糖】棉花糖的英文是marshmallow #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-03-01,QTQSRA4WG5c
xx08ECuwiIQ,【遊戲GO】蔚藍檔案🤟夏日天空的願望清單 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-26,xx08ECuwiIQ
3Df2qLalD48,【遊戲GO】聽說Lucy時常做運動🤟 #李李鈴蘭 #健身環大冒險,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-23,3Df2qLalD48
yn7zdUghUxc,【狼要來吃棉花糖】念不完ㄌ🥺 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-21,yn7zdUghUxc
JmH4WwX8Bus,【超級晚安】狼的魔法🐺你能堅持到什麼時候？  #李李鈴蘭 #3dio,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-17,JmH4WwX8Bus
r7KIy8icJT0,【歌回LA】13+14萬訂閱🎈愛．歌回｜Singing stream for 130k & 140k sub!,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-14,r7KIy8icJT0
sDYdLF7yXI0,【雜談LA】喝酒聊天🐺🤝🦊想到哪聊到哪 #瑪格麗特溫特斯 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-10,sDYdLF7yXI0
_PSbfx0lros,【歌回LA】12萬訂古風歌回🐺一回生，二回熟｜Singing stream for 120k sub!,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-08,_PSbfx0lros
ls9r59qAH6g,【遊戲GO】以歌聲繼續冒險🤟 #李李鈴蘭 #One_Hand_Clapping,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-07,ls9r59qAH6g
Shw4CSuoxA0,【魔法私塾發瘋廚房】復刻奶油鬆餅聖誕樹 #瑪格麗特溫特斯 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-02-05,Shw4CSuoxA0
wnDi0woy9RE,【歌回LA】11萬訂釣魚歌回🐺一時釣魚一時爽｜Singing stream for 110k sub!,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-02-04,wnDi0woy9RE
UEXLT152GuE,【練習LA】除夕快樂🐺電鋼琴練習 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-31,UEXLT152GuE
H_TzRYu3UX8,新的一年就要來哇賽的跟著節奏起舞！《世界計畫 繽紛舞台！ feat. 初音未來》#李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯, 初音未來, 世界計畫, 音GAME",2022-01-31,H_TzRYu3UX8
TpZpid8-wsY,【雜談LA】魔法輪盤🐺15萬訂歌回後日談 #瑪格麗特溫特斯 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-30,TpZpid8-wsY
Bbt7gnXB_Bo,【採訪狼來LA】一首原創歌曲是怎麼錄成的？feat.極栗音樂、小怪 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-29,Bbt7gnXB_Bo
7JT5U8L2h9A,【歌回LA】15萬訂閱🐺轉動吧！魔法輪盤｜Singing stream for 150k sub!,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-28,7JT5U8L2h9A
MV-hR82zR1I,【原創曲】旭日微光／李李鈴蘭LinglanLily,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-28,MV-hR82zR1I
jB35D9Jn0jU,【遊戲GO】雙人成行，一起中風 ep.2 #李李鈴蘭 #瑪格麗特,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-26,jB35D9Jn0jU
Ii69FJ5ojS8,叮咚！您有一封未讀的信件,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-26,Ii69FJ5ojS8
xgrwnHSoO_0,【狼要來吃棉花糖】好吃一直吃 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-25,xgrwnHSoO_0
KCB-cw_ISGY,【官方歌回剪輯】故夢/澄翼 ｜李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯, 故夢, 雙笙",2022-01-24,KCB-cw_ISGY
8xhv4FbRdF4,【李李鈴蘭】Vtuber一問一答自我介紹,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-21,8xhv4FbRdF4
952NlTS4Iw0,【官方歌回剪輯】La la la/Naughty Boy ft. Sam Smith ｜李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯, Naughty Boy, La la la, Sam Smith",2022-01-19,952NlTS4Iw0
ND7oQlo_4O8,哇你看是熱狗欸,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-17,ND7oQlo_4O8
XvI5kUS-RPE,跟老鼠掰掰的台語要怎麼說？ #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-14,XvI5kUS-RPE
VD5Lgk0T_UA,【歌回LA】古風歌回🎧讓音樂慢慢沁入你的心脾｜Singing stream,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-12,VD5Lgk0T_UA
tOBqwFBvCRo,【VR展覽線上逛】這個VR同人展可以線上逛街欸 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-10,tOBqwFBvCRo
o7xzrP3tvqQ,【魔法私塾音訊空間精華】老吉 ft. @瑪格麗特．溫特斯 / Margaret．Winters 【CloudHorizon所屬】,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-10,o7xzrP3tvqQ
XBp3ezYk5MI,【官方歌回剪輯】Ado/踊 ｜李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-08,XBp3ezYk5MI
cOhmcazVCWo,這個吊燈會晃,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-06,cOhmcazVCWo
g2yoVt0p3XA,【官方歌回剪輯】一剪梅｜Xue hua piao piao／李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-04,g2yoVt0p3XA
0WIUM8ckM0s,製作一碗抹茶 #李李鈴蘭 #療癒,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2022-01-02,0WIUM8ckM0s
7nspWhlKonE,【抹茶鑑賞大會】新年第一天路邊刷抹茶畫面流出 #李李鈴蘭 #第二屆,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2022-01-01,7nspWhlKonE
oO6WlidoFB8,2022年 鈴蘭的新年祝福  風鈴草們新年快樂! #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-12-31,oO6WlidoFB8
VzZiYxK1ZWk,【歌回LA】🌱穩妥LA｜Singing stream,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-30,VzZiYxK1ZWk
LNuGv4kDmak,【遊戲GO】雙人成行，一起中風 #李李鈴蘭 #瑪格麗特,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-29,LNuGv4kDmak
BX-70czb3z0,【狼要來吃棉花糖】聖誕口味棉花糖🎄 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-24,BX-70czb3z0
4oadnlps6Ss,到底大潤發在哪裡？,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-12-23,4oadnlps6Ss
inodG76Bbfc,【歌回LA】聖誕歌回🎁｜Singing stream 🎄Christmas Celebration,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-23,inodG76Bbfc
RXXBb2Q5MW4,【遊戲GO】鍛鍊時間！健身環大冒險💪 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-21,RXXBb2Q5MW4
rXhWFzANj3c,"【English learning】more practice, more power!多練習，我們就會獲得力量👊 #李李鈴蘭",UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-16,rXhWFzANj3c
3R8mQmzQ74c,李李鈴蘭 - 源自夏的聲音 《Far Away Touch 遠距離接觸》線上演唱會嘉賓演唱曲,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯, 夏語遙, 源自夏的聲音, 蘭希",2021-12-14,3R8mQmzQ74c
7kf-zhnyQS8,【官方歌回剪輯】何以歌／李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-12-12,7kf-zhnyQS8
GgG_pQYQQkY,【歌回LA】魔女的幻境餐酒館🐺🌟🦊｜Singing stream,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-11,GgG_pQYQQkY
cdpi0vhpmJI,【狼要來吃棉花糖】好吃一直吃✨ #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-09,cdpi0vhpmJI
Z23RXev5t2I,【鈴蘭精華】小小夢魘2 - 第一屆風鈴草握手大會｜2021.10.10,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-12-07,Z23RXev5t2I
8dRp0cNGIdc,【雜談LA】銀盾開箱🐺10萬歌回後日談🐺念10萬歌回SC,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-06,8dRp0cNGIdc
uUF5pH6JRyw,十萬訂閱獎牌🐺開箱LA✨ #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-12-06,uUF5pH6JRyw
E9xdtOxy7_w,【唱歌LA】10萬訂閱🐺聽得到我的聲音嗎｜Singing stream for 100k sub!,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-05,E9xdtOxy7_w
atGlwu6CUvo,【遊戲GO】豪宅探險？走啊走啊走啊 #李李鈴蘭 #伊迪芬奇的回憶豪宅,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-12-01,atGlwu6CUvo
QYOSjgo5YAU,【超級加班狼】SC失蹤協尋 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-11-30,QYOSjgo5YAU
ijXoSDWqIG4,【官方歌回剪輯】Brace Up／李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-11-26,ijXoSDWqIG4
k7sljqwxOjk,【一起唱歌🐺一緒に歌う】魔法私塾交換學生！教對方唱中/日文歌曲 #李李鈴蘭 #茸茸鼠 #料鈴鼠王,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-11-25,k7sljqwxOjk
Y4o6NWuEENQ,【狼要來吃棉花糖】霉霉霉花糖 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-11-23,Y4o6NWuEENQ
1UhFK5V1TPw,"【English learning】Recite words,and gain power!背單字，我們就會獲得力量👊 #李李鈴蘭",UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-11-22,1UhFK5V1TPw
cN0A7LgwoCU,【官方歌回剪輯】STAY(中文填詞版)／李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-11-21,cN0A7LgwoCU
0py89ro_v6s,【遊戲GO】老師換狼當💐遊玩蔚藍檔案 #李李鈴蘭,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-11-20,0py89ro_v6s
C6qvgBfXJv0,【唱歌LA】8+9萬訂閱🐺扛扛扛｜Singing stream for 80k & 90k sub!,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"鈴蘭, 李李鈴蘭, 悠白, 雲際線, Vtuber, 台V, 浮雲, 桌角, 瑪格麗特, 神稻櫻火, 玲蘭, 鈴嵐, 陵蘭, 李鈴嵐",2021-11-19,C6qvgBfXJv0
3yXsDBvix6g,？？？,UCxWAL-c1psONO_DfG-cq2iA,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,"悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 神稻櫻火, 瑪格麗特, 浮雲, 桌角, 西貝魯",2021-11-19,3yXsDBvix6g
